age,year,state,population,glaucoma,retina,eye
75,2013,RN,114184,0,39,83
75,2013,PB,152930,4,13,30
75,2013,PE,314540,51,126,453
75,2013,AL,91493,4,77,278
75,2013,SE,60824,0,46,54
75,2013,BA,489250,85,300,3684
75,2013,MG,799853,42,263,2761
75,2013,ES,125345,0,115,191
75,2013,RJ,695843,69,177,2060
75,2013,SP,1610494,257,912,9074
75,2013,PR,403705,34,345,716
75,2013,SC,223452,32,71,397
75,2013,RS,495217,11,161,916
75,2013,MS,82754,2,43,858
75,2013,MT,80972,1,7,201
75,2013,GO,194264,40,178,383
75,2013,DF,67889,4,10,88
75,2014,RO,38277,0,2,162
75,2014,AC,16207,0,0,9
75,2014,AM,71516,0,15,23
75,2014,RR,8095,-1,0,0
75,2014,PA,185780,0,15,113
75,2014,AP,12348,0,0,1
75,2014,TO,41888,-1,0,370
75,2014,MA,196873,0,72,220
75,2014,PI,113763,31,36,262
75,2014,CE,316624,34,66,962
75,2014,RN,117990,0,46,59
75,2014,PB,156472,2,8,18
75,2014,PE,323350,89,143,565
75,2014,AL,94627,5,78,307
75,2014,SE,62902,0,42,74
75,2014,BA,504222,74,285,4630
75,2014,MG,824212,46,373,2979
75,2014,ES,129504,0,79,183
75,2014,RJ,713363,40,187,1617
75,2014,SP,1664265,260,978,9739
75,2014,PR,418951,93,381,716
75,2014,SC,233411,13,87,262
75,2014,RS,511174,9,138,1256
75,2014,MS,85798,0,20,894
75,2014,MT,84597,0,6,217
75,2014,GO,201755,29,118,605
75,2014,DF,71559,3,11,127
75,2015,RO,39616,0,0,260
75,2015,AC,16924,0,0,4
75,2015,AM,74228,0,45,56
75,2015,RR,8527,-1,0,1
75,2015,PA,192661,0,41,97
75,2015,AP,12908,0,0,7
75,2015,TO,43231,-1,0,174
75,2015,MA,200922,0,55,110
75,2015,PI,116055,33,35,214
75,2015,CE,324782,17,30,637
75,2015,RN,122192,1,21,53
75,2015,PB,160125,2,13,43
75,2015,PE,332776,110,157,787
75,2015,AL,97905,4,78,178
75,2015,SE,65177,1,33,52
75,2015,BA,519769,76,236,3523
75,2015,MG,850850,55,342,2402
75,2015,ES,134140,1,62,147
75,2015,RJ,734455,72,235,1889
75,2015,SP,1726109,238,960,9804
75,2015,PR,435472,57,426,793
75,2015,SC,244596,30,96,240
75,2015,RS,529461,9,211,1337
75,2015,MS,88961,2,31,1090
75,2015,MT,88393,0,0,249
75,2015,GO,209572,67,160,638
75,2015,DF,75476,7,39,125
75,2016,RO,41065,0,0,231
75,2016,AC,17663,1,1,15
75,2016,AM,77092,0,47,81
75,2016,RR,9021,-1,0,0
75,2016,PA,199647,5,17,153
75,2016,AP,13451,0,0,1
75,2016,TO,44640,-1,0,35
75,2016,MA,205006,0,102,182
75,2016,PI,118487,8,12,88
75,2016,CE,333347,26,41,814
75,2016,RN,126757,1,28,53
75,2016,PB,163887,1,19,32
75,2016,PE,342815,44,87,835
75,2016,AL,101344,11,78,259
75,2016,SE,67632,0,37,45
75,2016,BA,535887,127,270,2976
75,2016,MG,879658,73,290,2196
75,2016,ES,139247,5,100,211
75,2016,RJ,758844,36,261,1807
75,2016,SP,1795478,299,1044,11121
75,2016,PR,453204,86,497,1073
75,2016,SC,256945,32,128,283
75,2016,RS,549880,13,175,1481
75,2016,MS,92253,0,53,731
75,2016,MT,92395,1,6,330
75,2016,GO,217752,55,214,451
75,2016,DF,79645,10,44,338
75,2017,RO,42630,0,0,347
75,2017,AC,18415,0,0,15
75,2017,AM,80109,3,45,105
75,2017,RR,9610,-1,1,4
75,2017,PA,206724,5,31,259
75,2017,AP,13982,0,0,0
75,2017,TO,46121,-1,0,62
75,2017,MA,209141,4,77,359
75,2017,PI,121028,20,27,104
75,2017,CE,342273,13,23,422
75,2017,RN,131697,0,31,52
75,2017,PB,167753,0,11,26
75,2017,PE,353480,34,96,1061
75,2017,AL,104942,3,75,322
75,2017,SE,70266,0,29,33
75,2017,BA,552553,212,393,3401
75,2017,MG,910526,70,340,2304
75,2017,ES,144793,3,147,229
75,2017,RJ,786361,85,283,2231
75,2017,SP,1871973,369,1226,11649
75,2017,PR,472083,143,617,1230
75,2017,SC,270413,33,85,227
75,2017,RS,572325,21,291,1954
75,2017,MS,95673,7,66,750
75,2017,MT,96603,0,3,356
75,2017,GO,226323,71,256,527
75,2017,DF,84062,6,80,435
75,2018,RO,44353,3,4,266
75,2018,AC,19200,2,2,22
75,2018,AM,83356,0,52,119
75,2018,RR,10302,-1,0,1
75,2018,PA,214101,2,30,222
75,2018,AP,14543,0,0,0
75,2018,TO,47702,-1,0,10
75,2018,MA,213555,2,103,597
75,2018,PI,123785,37,41,112
75,2018,CE,351685,40,64,578
75,2018,RN,136842,0,34,82
75,2018,PB,171773,3,15,29
75,2018,PE,364781,38,74,1087
75,2018,AL,108724,8,90,332
75,2018,SE,73069,0,61,67
75,2018,BA,569837,290,528,3789
75,2018,MG,944099,77,348,3695
75,2018,ES,151026,0,133,270
75,2018,RJ,817116,136,375,3160
75,2018,SP,1956071,403,1256,13658
75,2018,PR,492278,253,772,1461
75,2018,SC,285127,27,110,229
75,2018,RS,596737,25,358,1734
75,2018,MS,99328,20,82,1024
75,2018,MT,101105,3,3,193
75,2018,GO,235460,106,319,702
75,2018,DF,88824,8,93,419
75,2019,RO,46302,1,4,283
75,2019,AC,20021,2,2,18
75,2019,AM,86945,0,39,134
75,2019,RR,11065,-1,0,4
75,2019,PA,222067,16,67,323
75,2019,AP,15167,0,0,0
75,2019,TO,49444,-1,0,14
75,2019,MA,218538,4,122,410
75,2019,PI,126883,21,31,84
75,2019,CE,361670,23,62,379
75,2019,RN,141907,1,33,281
75,2019,PB,175998,1,26,52
75,2019,PE,376681,37,72,1310
75,2019,AL,112722,15,87,213
75,2019,SE,76028,0,37,46
75,2019,BA,587783,287,608,4055
75,2019,MG,981175,81,440,2807
75,2019,ES,158253,0,90,263
75,2019,RJ,851126,153,410,3572
75,2019,SP,2048176,477,1420,14378
75,2019,PR,513985,209,793,1898
75,2019,SC,301225,32,152,356
75,2019,RS,622984,43,530,1701
75,2019,MS,103358,24,92,1208
75,2019,MT,105998,0,2,24
75,2019,GO,245376,130,324,795
75,2019,DF,94047,9,109,409
75,2020,RO,48488,0,2,49
75,2020,AC,20904,5,5,12
75,2020,AM,90937,0,23,88
75,2020,RR,11871,-1,0,1
75,2020,PA,230811,34,117,263
75,2020,AP,15892,0,0,1
75,2020,TO,51374,-1,0,11
75,2020,MA,224247,2,51,542
75,2020,PI,130369,20,27,73
75,2020,CE,372233,11,34,265
75,2020,RN,146715,1,30,48
75,2020,PB,180419,3,30,38
75,2020,PE,389124,34,80,555
75,2020,AL,116942,3,69,144
75,2020,SE,79117,0,29,40
75,2020,BA,606441,209,398,1854
75,2020,MG,1022133,60,427,912
75,2020,ES,166643,0,58,140
75,2020,RJ,888202,93,273,1539
75,2020,SP,2148136,317,1028,9051
75,2020,PR,537275,122,590,1061
75,2020,SC,318719,54,147,267
75,2020,RS,650898,20,328,1046
75,2020,MS,107848,18,52,658
75,2020,MT,111343,2,2,49
75,2020,GO,256194,64,225,640
75,2020,DF,99777,6,61,99
75,2021,RO,50924,0,0,2
75,2021,AC,21841,0,0,5
75,2021,AM,95306,0,27,74
75,2021,RR,12726,-1,0,1
75,2021,PA,240279,47,163,278
75,2021,AP,16720,0,20,33
75,2021,TO,53469,-1,0,6
75,2021,MA,230590,6,137,843
75,2021,PI,134193,16,26,87
75,2021,CE,383369,14,27,207
75,2021,RN,151324,0,71,145
75,2021,PB,185025,0,44,64
75,2021,PE,402070,54,190,896
75,2021,AL,121373,1,68,134
75,2021,SE,82342,0,44,51
75,2021,BA,625745,226,518,2586
75,2021,MG,1066594,224,594,1386
75,2021,ES,176110,1,72,217
75,2021,RJ,928041,216,625,2909
75,2021,SP,2255254,329,1039,8629
75,2021,PR,562051,236,760,1538
75,2021,SC,337554,48,133,283
75,2021,RS,680302,30,400,1770
75,2021,MS,112763,25,79,1005
75,2021,MT,117125,6,8,84
75,2021,GO,267840,129,304,767
75,2021,DF,105989,10,59,136
75,2022,RO,53608,0,2,30
75,2022,AC,22824,0,0,9
75,2022,AM,100048,0,28,152
75,2022,RR,13610,-1,0,4
75,2022,PA,250428,19,214,870
75,2022,AP,17645,0,10,32
75,2022,TO,55723,-1,0,12
75,2022,MA,237531,1,129,330
75,2022,PI,138341,14,19,82
75,2022,CE,395187,19,35,179
75,2022,RN,155781,0,87,165
75,2022,PB,189847,0,53,410
75,2022,PE,415519,60,243,1309
75,2022,AL,126006,0,60,84
75,2022,SE,85714,0,53,61
75,2022,BA,645622,262,580,2704
75,2022,MG,1114268,481,995,3065
75,2022,ES,186610,1,103,395
75,2022,RJ,970384,224,717,4112
75,2022,SP,2368999,495,1586,15425
75,2022,PR,588301,165,990,2495
75,2022,SC,357711,60,197,384
75,2022,RS,711055,27,458,2362
75,2022,MS,118092,45,132,1509
75,2022,MT,123338,1,8,52
75,2022,GO,280294,91,254,846
75,2022,DF,112675,11,140,246
75,2023,RO,56542,0,0,26
75,2023,AC,23860,0,0,8
75,2023,AM,105157,2,56,181
75,2023,RR,14527,-1,0,3
75,2023,PA,261300,90,385,740
75,2023,AP,18690,0,6,24
75,2023,TO,58093,-1,0,15
75,2023,MA,244918,8,162,524
75,2023,PI,142715,21,23,91
75,2023,CE,407312,24,47,304
75,2023,RN,160117,0,111,853
75,2023,PB,194740,0,39,322
75,2023,PE,429379,47,316,1526
75,2023,AL,130787,2,101,173
75,2023,SE,89189,1,67,90
75,2023,BA,666307,341,828,3127
75,2023,MG,1164725,549,1153,3860
75,2023,ES,197945,1,79,338
75,2023,RJ,1014509,197,886,4800
75,2023,SP,2487721,521,1571,16752
75,2023,PR,615667,259,1196,2960
75,2023,SC,378825,76,306,573
75,2023,RS,742682,36,643,2211
75,2023,MS,123792,44,165,2260
75,2023,MT,129975,0,8,51
75,2023,GO,293469,162,346,1016
75,2023,DF,119717,27,217,443
75,2024,RO,59695,0,13,217
75,2024,AC,24950,0,0,17
75,2024,AM,110629,0,42,519
75,2024,RR,15478,-1,0,2
75,2024,PA,272893,52,495,1156
75,2024,AP,19874,0,2,4
75,2024,TO,60545,-1,4,19
75,2024,MA,252550,3,124,401
75,2024,PI,147146,13,19,86
75,2024,CE,419239,49,117,398
75,2024,RN,164419,0,140,717
75,2024,PB,199509,2,63,185
75,2024,PE,443530,40,367,1402
75,2024,AL,135622,3,116,244
75,2024,SE,92733,0,68,81
75,2024,BA,688195,442,1035,3439
75,2024,MG,1217337,606,1305,5302
75,2024,ES,209816,1,114,536
75,2024,RJ,1059528,231,1106,7067
75,2024,SP,2609254,581,1948,23975
75,2024,PR,643646,241,1276,3074
75,2024,SC,400342,55,671,1017
75,2024,RS,774558,27,805,2246
75,2024,MS,129759,36,131,1603
75,2024,MT,137045,0,41,132
75,2024,GO,307225,93,325,1122
75,2024,DF,126925,44,231,592
75,2025,RO,63051,1,27,47
75,2025,AC,26101,0,0,1
75,2025,AM,116438,0,20,91
75,2025,RR,16465,-1,0,1
75,2025,PA,285190,2,271,360
75,2025,AP,21188,0,3,4
75,2025,TO,63039,-1,0,17
75,2025,MA,260279,1,53,110
75,2025,PI,151545,3,3,30
75,2025,CE,430744,10,30,83
75,2025,RN,168810,0,68,190
75,2025,PB,204082,0,35,51
75,2025,PE,457961,9,143,389
75,2025,AL,140465,0,37,67
75,2025,SE,96306,0,36,40
75,2025,BA,711524,188,466,1128
75,2025,MG,1271595,286,609,2397
75,2025,ES,221990,1,38,197
75,2025,RJ,1104766,141,517,2997
75,2025,SP,2732036,289,963,8670
75,2025,PR,671945,96,580,1363
75,2025,SC,421932,42,379,551
75,2025,RS,806263,23,418,860
75,2025,MS,135939,17,61,671
75,2025,MT,144539,0,1,24
75,2025,GO,321470,41,113,396
75,2025,DF,134198,7,55,197
90,2010,RO,12155,-1,0,3
90,2010,AC,6577,0,0,8
90,2010,AM,28048,0,3,9
90,2010,RR,2889,-1,-1,1
90,2010,PA,69137,0,0,21
90,2010,AP,4397,0,0,0
90,2010,TO,16077,0,0,60
90,2010,MA,82757,0,18,35
90,2010,PI,51980,10,10,120
90,2010,CE,155661,17,30,375
90,2010,RN,61259,-1,11,46
90,2010,PB,80956,1,1,27
90,2010,PE,144865,1,15,85
90,2010,AL,38780,4,15,110
90,2010,SE,28550,-1,1,3
90,2010,BA,235599,42,97,835
90,2010,MG,334532,27,63,806
90,2010,ES,52968,0,30,96
90,2010,RJ,309004,30,33,892
90,2010,SP,676727,91,205,2154
90,2010,PR,147563,10,71,226
90,2010,SC,81785,2,5,45
90,2010,RS,204691,2,75,218
90,2010,MS,31453,0,4,53
90,2010,MT,26059,0,0,13
90,2010,GO,67783,15,27,80
90,2010,DF,22912,1,8,80
90,2011,RO,12630,-1,0,17
90,2011,AC,6756,0,2,12
90,2011,AM,28696,0,0,4
90,2011,RR,2913,-1,-1,0
90,2011,PA,70853,2,12,53
90,2011,AP,4610,0,0,1
90,2011,TO,16534,1,1,81
90,2011,MA,84754,0,28,30
90,2011,PI,51850,5,5,114
90,2011,CE,156499,21,31,391
90,2011,RN,61407,-1,4,36
90,2011,PB,79955,1,1,13
90,2011,PE,145343,0,14,122
90,2011,AL,39244,0,14,87
90,2011,SE,28600,-1,22,23
90,2011,BA,239155,19,83,1098
90,2011,MG,351547,16,81,1198
90,2011,ES,56196,0,30,136
90,2011,RJ,323430,36,38,1050
90,2011,SP,712539,85,222,2607
90,2011,PR,155980,4,65,163
90,2011,SC,86966,1,13,54
90,2011,RS,215765,2,39,276
90,2011,MS,32891,2,12,86
90,2011,MT,27461,0,0,1
90,2011,GO,70982,9,50,127
90,2011,DF,24033,3,7,83
90,2012,RO,13137,-1,0,9
90,2012,AC,6950,0,0,8
90,2012,AM,29477,0,4,8
90,2012,RR,2950,-1,-1,2
90,2012,PA,72902,3,11,60
90,2012,AP,4852,0,0,0
90,2012,TO,17078,0,0,134
90,2012,MA,87078,0,44,90
90,2012,PI,51818,8,8,146
90,2012,CE,157154,18,22,315
90,2012,RN,61476,-1,10,37
90,2012,PB,79085,0,0,12
90,2012,PE,146165,9,29,168
90,2012,AL,39888,0,15,63
90,2012,SE,28785,-1,21,28
90,2012,BA,243152,34,91,1277
90,2012,MG,369126,19,80,1207
90,2012,ES,59531,1,38,132
90,2012,RJ,337679,29,49,1102
90,2012,SP,748419,74,208,3015
90,2012,PR,164795,4,65,178
90,2012,SC,92379,9,17,53
90,2012,RS,227145,3,39,304
90,2012,MS,34436,0,8,209
90,2012,MT,28970,0,1,47
90,2012,GO,74408,14,48,96
90,2012,DF,25236,1,8,40
90,2013,RO,13672,-1,2,10
90,2013,AC,7160,0,0,1
90,2013,AM,30361,0,2,2
90,2013,RR,3006,-1,-1,2
90,2013,PA,75208,1,9,77
90,2013,AP,5115,1,1,2
90,2013,TO,17705,0,0,149
90,2013,MA,89697,0,19,38
90,2013,PI,51936,11,11,117
90,2013,CE,158043,10,17,341
90,2013,RN,61656,-1,7,30
90,2013,PB,78547,0,0,21
90,2013,PE,147588,12,27,163
90,2013,AL,40705,0,17,67
90,2013,SE,29096,-1,10,11
90,2013,BA,247739,24,96,1290
90,2013,MG,387219,14,85,1112
90,2013,ES,62939,0,25,57
90,2013,RJ,351811,30,57,889
90,2013,SP,784589,69,226,3343
90,2013,PR,173961,6,78,203
90,2013,SC,98044,6,20,137
90,2013,RS,238705,1,41,313
90,2013,MS,36086,2,16,282
90,2013,MT,30590,0,1,68
90,2013,GO,78079,8,53,131
90,2013,DF,26575,4,5,32
90,2014,RO,14231,-1,0,42
90,2014,AC,7383,0,0,3
90,2014,AM,31311,0,5,7
90,2014,RR,3080,-1,-1,1
90,2014,PA,77722,0,4,44
90,2014,AP,5387,0,0,2
90,2014,TO,18413,0,0,109
90,2014,MA,92586,0,24,67
90,2014,PI,52318,4,4,67
90,2014,CE,159867,22,29,324
90,2014,RN,62243,-1,8,18
90,2014,PB,78686,0,2,8
90,2014,PE,150078,25,39,183
90,2014,AL,41713,3,25,83
90,2014,SE,29546,-1,5,12
90,2014,BA,253251,15,77,1528
90,2014,MG,405890,15,88,1294
90,2014,ES,66411,0,22,67
90,2014,RJ,366046,15,61,698
90,2014,SP,821683,70,214,3511
90,2014,PR,183485,23,100,232
90,2014,SC,104009,8,27,99
90,2014,RS,250356,7,35,419
90,2014,MS,37853,0,7,277
90,2014,MT,32336,0,2,65
90,2014,GO,82043,13,39,173
90,2014,DF,28142,1,1,25
90,2015,RO,14808,-1,0,73
90,2015,AC,7620,0,0,0
90,2015,AM,32305,0,16,21
90,2015,RR,3176,-1,-1,0
90,2015,PA,80392,1,7,29
90,2015,AP,5671,0,0,0
90,2015,TO,19194,0,0,28
90,2015,MA,95687,0,13,45
90,2015,PI,52995,7,7,70
90,2015,CE,162912,12,14,255
90,2015,RN,63373,-1,7,18
90,2015,PB,79628,0,1,9
90,2015,PE,153791,25,35,221
90,2015,AL,42907,2,22,40
90,2015,SE,30131,-1,6,13
90,2015,BA,259788,15,60,1221
90,2015,MG,425080,24,89,937
90,2015,ES,69916,1,23,66
90,2015,RJ,380448,20,84,853
90,2015,SP,859931,84,235,3436
90,2015,PR,193340,12,118,246
90,2015,SC,110272,6,27,94
90,2015,RS,262032,3,43,459
90,2015,MS,39737,0,8,345
90,2015,MT,34207,0,3,64
90,2015,GO,86287,15,36,182
90,2015,DF,29971,1,2,27
90,2016,RO,15420,-1,0,73
90,2016,AC,7875,0,0,6
90,2016,AM,33375,0,24,41
90,2016,RR,3294,-1,-1,2
90,2016,PA,83286,1,3,34
90,2016,AP,5965,0,0,1
90,2016,TO,20055,0,0,14
90,2016,MA,99055,0,25,63
90,2016,PI,53976,3,4,42
90,2016,CE,167126,9,13,295
90,2016,RN,65025,-1,10,20
90,2016,PB,81318,1,3,8
90,2016,PE,158684,12,17,245
90,2016,AL,44302,1,20,81
90,2016,SE,30864,-1,8,9
90,2016,BA,267419,41,82,953
90,2016,MG,445113,17,82,793
90,2016,ES,73523,2,24,70
90,2016,RJ,395381,15,68,711
90,2016,SP,900097,80,238,3819
90,2016,PR,203722,30,149,381
90,2016,SC,116951,8,26,95
90,2016,RS,274018,3,48,517
90,2016,MS,41758,1,8,276
90,2016,MT,36220,0,1,86
90,2016,GO,90868,19,53,135
90,2016,DF,32069,1,7,92
90,2017,RO,16092,-1,0,79
90,2017,AC,8157,1,1,7
90,2017,AM,34554,0,7,27
90,2017,RR,3446,-1,-1,0
90,2017,PA,86456,0,3,41
90,2017,AP,6274,0,0,1
90,2017,TO,21001,0,0,28
90,2017,MA,102748,0,23,98
90,2017,PI,55314,0,2,54
90,2017,CE,172670,3,6,147
90,2017,RN,67268,-1,7,27
90,2017,PB,83812,0,1,9
90,2017,PE,164864,4,18,292
90,2017,AL,45927,2,17,71
90,2017,SE,31761,-1,9,11
90,2017,BA,276331,36,68,936
90,2017,MG,466416,22,77,823
90,2017,ES,77298,2,43,92
90,2017,RJ,411338,37,73,890
90,2017,SP,943253,120,294,3833
90,2017,PR,214867,46,163,387
90,2017,SC,124189,9,16,70
90,2017,RS,286617,3,63,638
90,2017,MS,43962,4,22,246
90,2017,MT,38415,0,0,72
90,2017,GO,95872,16,71,177
90,2017,DF,34479,1,12,130
90,2018,RO,16798,-1,0,69
90,2018,AC,8472,0,0,8
90,2018,AM,35837,0,12,21
90,2018,RR,3625,-1,-1,1
90,2018,PA,89880,2,5,55
90,2018,AP,6601,0,0,1
90,2018,TO,21998,0,0,5
90,2018,MA,106609,0,35,145
90,2018,PI,56846,12,14,52
90,2018,CE,178915,14,19,152
90,2018,RN,69862,-1,9,36
90,2018,PB,86760,0,0,7
90,2018,PE,171822,8,18,296
90,2018,AL,47732,2,24,69
90,2018,SE,32779,-1,9,12
90,2018,BA,286103,65,116,1032
90,2018,MG,488381,39,102,1261
90,2018,ES,81166,0,15,96
90,2018,RJ,427754,50,116,1084
90,2018,SP,988167,128,301,4276
90,2018,PR,226556,70,221,467
90,2018,SC,131813,4,21,65
90,2018,RS,299633,17,107,590
90,2018,MS,46280,1,9,288
90,2018,MT,40733,0,0,50
90,2018,GO,101114,44,87,230
90,2018,DF,37086,2,31,142
90,2019,RO,17513,-1,1,58
90,2019,AC,8824,0,0,7
90,2019,AM,37218,0,15,43
90,2019,RR,3819,-1,-1,0
90,2019,PA,93552,4,15,89
90,2019,AP,6957,0,0,1
90,2019,TO,22988,0,0,9
90,2019,MA,110452,1,30,100
90,2019,PI,58358,5,7,33
90,2019,CE,185011,11,19,112
90,2019,RN,72470,-1,9,75
90,2019,PB,89692,0,9,23
90,2019,PE,178892,12,21,351
90,2019,AL,49652,4,17,62
90,2019,SE,33865,-1,14,16
90,2019,BA,296206,73,130,1087
90,2019,MG,510227,40,133,972
90,2019,ES,85033,0,29,110
90,2019,RJ,443902,50,116,1338
90,2019,SP,1033149,147,349,4458
90,2019,PR,238525,71,206,651
90,2019,SC,139591,9,28,77
90,2019,RS,312814,9,154,600
90,2019,MS,48641,13,20,333
90,2019,MT,43110,0,3,13
90,2019,GO,106363,36,87,237
90,2019,DF,39737,1,15,101
90,2020,RO,18226,-1,0,22
90,2020,AC,9216,1,1,1
90,2020,AM,38693,1,5,19
90,2020,RR,4017,-1,-1,1
90,2020,PA,97444,9,26,76
90,2020,AP,7344,0,0,1
90,2020,TO,23948,0,0,5
90,2020,MA,114179,1,13,133
90,2020,PI,59737,4,8,34
90,2020,CE,190511,5,7,79
90,2020,RN,74910,-1,10,23
90,2020,PB,92351,0,4,13
90,2020,PE,185706,6,16,103
90,2020,AL,51655,0,23,39
90,2020,SE,34999,-1,2,5
90,2020,BA,306328,54,94,463
90,2020,MG,531564,20,92,284
90,2020,ES,88858,0,11,52
90,2020,RJ,459457,29,69,477
90,2020,SP,1077444,67,209,2538
90,2020,PR,250630,33,128,318
90,2020,SC,147420,3,12,43
90,2020,RS,326058,9,74,298
90,2020,MS,51004,7,18,205
90,2020,MT,45505,1,1,8
90,2020,GO,111494,12,51,160
90,2020,DF,42355,2,15,39
90,2021,RO,18965,-1,0,3
90,2021,AC,9653,0,0,1
90,2021,AM,40291,0,3,14
90,2021,RR,4224,-1,-1,0
90,2021,PA,101634,7,32,70
90,2021,AP,7764,0,9,17
90,2021,TO,24912,0,0,2
90,2021,MA,117890,1,29,181
90,2021,PI,61080,1,1,44
90,2021,CE,195691,2,6,54
90,2021,RN,77268,-1,9,33
90,2021,PB,94869,0,6,16
90,2021,PE,192512,11,50,214
90,2021,AL,53778,0,16,32
90,2021,SE,36212,-1,12,23
90,2021,BA,316737,50,114,601
90,2021,MG,552923,72,166,471
90,2021,ES,92729,0,21,69
90,2021,RJ,474928,46,123,836
90,2021,SP,1122141,77,212,2297
90,2021,PR,263092,42,152,407
90,2021,SC,155459,12,31,76
90,2021,RS,339639,13,106,536
90,2021,MS,53411,7,13,221
90,2021,MT,47974,0,0,13
90,2021,GO,116642,42,93,258
90,2021,DF,44990,3,11,37
90,2022,RO,19752,-1,0,5
90,2022,AC,10147,0,0,0
90,2022,AM,42046,0,6,54
90,2022,RR,4451,-1,-1,1
90,2022,PA,106224,8,71,188
90,2022,AP,8228,0,4,13
90,2022,TO,25898,2,2,7
90,2022,MA,121659,0,18,81
90,2022,PI,62429,5,5,30
90,2022,CE,200625,9,14,67
90,2022,RN,79540,-1,16,43
90,2022,PB,97273,1,12,112
90,2022,PE,199399,24,77,374
90,2022,AL,56054,0,14,29
90,2022,SE,37526,-1,5,16
90,2022,BA,327576,70,134,771
90,2022,MG,574650,155,286,1057
90,2022,ES,96716,0,18,119
90,2022,RJ,490557,88,197,1306
90,2022,SP,1167790,136,351,4178
90,2022,PR,276059,49,223,705
90,2022,SC,163812,12,35,102
90,2022,RS,353707,12,130,719
90,2022,MS,55905,7,25,426
90,2022,MT,50565,0,0,12
90,2022,GO,121900,42,90,299
90,2022,DF,47672,2,15,39
90,2023,RO,20586,-1,1,16
90,2023,AC,10679,1,1,3
90,2023,AM,43926,0,4,52
90,2023,RR,4705,-1,-1,0
90,2023,PA,111090,27,97,181
90,2023,AP,8712,0,1,5
90,2023,TO,26926,0,0,8
90,2023,MA,125496,2,45,134
90,2023,PI,63841,5,7,45
90,2023,CE,205699,4,10,93
90,2023,RN,81930,-1,31,199
90,2023,PB,99736,0,9,87
90,2023,PE,206616,10,82,368
90,2023,AL,58478,0,24,39
90,2023,SE,38961,-1,20,27
90,2023,BA,338963,77,159,738
90,2023,MG,597173,210,353,1238
90,2023,ES,100878,0,14,119
90,2023,RJ,507080,84,246,1519
90,2023,SP,1215990,146,342,4420
90,2023,PR,289690,101,340,906
90,2023,SC,172684,15,58,139
90,2023,RS,368609,8,176,630
90,2023,MS,58487,14,34,613
90,2023,MT,53292,0,1,10
90,2023,GO,127330,46,95,303
90,2023,DF,50475,1,39,111
90,2024,RO,21474,-1,1,54
90,2024,AC,11233,0,0,5
90,2024,AM,45893,0,7,129
90,2024,RR,4993,-1,-1,3
90,2024,PA,116085,14,76,221
90,2024,AP,9184,0,0,2
90,2024,TO,28011,1,1,8
90,2024,MA,129413,0,29,88
90,2024,PI,65422,6,7,49
90,2024,CE,211495,13,31,140
90,2024,RN,84754,-1,26,161
90,2024,PB,102541,0,21,66
90,2024,PE,214589,9,96,419
90,2024,AL,61058,0,16,50
90,2024,SE,40538,-1,27,32
90,2024,BA,351104,103,222,888
90,2024,MG,621166,208,347,1630
90,2024,ES,105307,0,15,162
90,2024,RJ,525569,71,260,2065
90,2024,SP,1269107,215,461,6482
90,2024,PR,304240,74,327,920
90,2024,SC,182391,11,114,221
90,2024,RS,384857,12,255,678
90,2024,MS,61192,4,23,445
90,2024,MT,56171,0,3,25
90,2024,GO,133055,28,66,261
90,2024,DF,53531,9,43,154
90,2025,RO,22425,-1,3,15
90,2025,AC,11799,0,0,0
90,2025,AM,47929,0,5,23
90,2025,RR,5321,-1,-1,1
90,2025,PA,121126,0,49,67
90,2025,AP,9638,0,2,5
90,2025,TO,29164,0,0,5
90,2025,MA,133426,0,16,31
90,2025,PI,67232,1,2,22
90,2025,CE,218315,2,2,25
90,2025,RN,88152,-1,12,36
90,2025,PB,105824,0,7,14
90,2025,PE,223495,3,48,129
90,2025,AL,63794,0,2,8
90,2025,SE,42279,-1,6,7
90,2025,BA,364068,51,104,285
90,2025,MG,647027,96,166,703
90,2025,ES,110076,0,9,68
90,2025,RJ,546611,33,139,878
90,2025,SP,1328446,97,239,2315
90,2025,PR,319837,34,136,356
90,2025,SC,193106,5,68,112
90,2025,RS,402710,7,127,258
90,2025,MS,64027,4,12,206
90,2025,MT,59222,0,0,11
90,2025,GO,139137,16,25,106
90,2025,DF,56909,2,15,48